F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_35_408.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_35_408.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_35_408.jpg, 0, 0, 0, 7.879106E-05
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_36_154.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_36_154.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_36_154.jpg, 0, 0, 0, 7.806957E-05
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_36_253.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_36_253.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_36_253.jpg, 0, 0, 0, 7.906566E-05
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_36_354.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_36_354.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_36_354.jpg, 0, 0, 0, 7.895492E-05
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_36_455.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_36_455.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_36_455.jpg, 0, 0, 0, 7.791737E-05
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_36_555.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_36_555.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_36_555.jpg, 0, 0, 0, 7.836094E-05
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_36_657.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_36_657.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_36_657.jpg, 0, 0.1358274, 0, 0.05273346
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_36_758.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_36_758.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_36_758.jpg, 0, 0.436272, 0, 0.4288619
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_36_858.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_36_858.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_36_858.jpg, 0, 0.7370917, 0, 1.130432
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_36_960.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_36_960.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_36_960.jpg, 0, 1, 0, 2.225456
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_37_061.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_37_061.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_37_061.jpg, -0.2849157, 1, 0, 3.385904
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_37_161.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_37_161.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_37_161.jpg, -0.1831053, 1, 0, 4.552443
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_37_263.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_37_263.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_37_263.jpg, 0, 1, 0, 5.707541
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_37_363.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_37_363.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_37_363.jpg, 0, 1, 0, 6.856553
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_37_465.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_37_465.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_37_465.jpg, 0, 1, 0, 7.994603
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_37_565.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_37_565.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_37_565.jpg, 0, 1, 0, 9.121601
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_37_666.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_37_666.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_37_666.jpg, -0.2821032, 0.9524674, 0, 10.20769
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_37_767.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_37_767.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_37_767.jpg, -0.4251921, 0.6562625, 0, 10.99794
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_37_869.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_37_869.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_37_869.jpg, -0.1234924, 0.3545626, 0, 11.71654
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_37_996.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_37_996.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_37_996.jpg, -0.4630501, 0, 0, 11.39514
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_38_096.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_38_096.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_38_096.jpg, -0.766224, 0, 0, 11.08943
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_38_198.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_38_198.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_38_198.jpg, -1, 0, 0, 10.80335
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_38_299.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_38_299.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_38_299.jpg, -0.7059753, 0, 0, 10.69331
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_38_401.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_38_401.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_38_401.jpg, -0.4061222, 0, 0, 10.62337
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_38_503.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_38_503.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_38_503.jpg, -0.1112441, 0, 0, 10.51922
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_38_604.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_38_604.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_38_604.jpg, 0, 0.0526686, 0, 10.40476
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_38_705.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_38_705.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_38_705.jpg, 0, 0.351542, 0, 10.55817
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_38_807.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_38_807.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_38_807.jpg, 0, 0.6550145, 0, 11.07583
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_38_909.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_38_909.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_38_909.jpg, 0, 0.4223387, 0, 11.26267
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_39_009.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_39_009.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_39_009.jpg, 0, 0.122602, 0, 12.06209
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_39_110.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_39_110.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_39_110.jpg, 0, 0, 0, 11.57673
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_39_211.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_39_211.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_39_211.jpg, 0, 0.0286014, 0, 11.84597
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_39_312.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_39_312.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_39_312.jpg, 0, 0.3269649, 0, 11.42348
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_39_413.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_39_413.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_39_413.jpg, -0.006804, 0.630951, 0, 12.09605
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_39_515.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_39_515.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_39_515.jpg, -0.1139811, 0.9868155, 0, 13.21908
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_39_617.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_39_617.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_39_617.jpg, 0, 0.9079099, 0, 14.29386
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_39_717.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_39_717.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_39_717.jpg, 0, 0.6132191, 0, 15.06866
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_39_818.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_39_818.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_39_818.jpg, 0, 0.3082211, 0, 15.44689
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_39_920.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_39_920.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_39_920.jpg, 0, 0.007593213, 0, 15.44661
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_40_020.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_40_020.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_40_020.jpg, -0.1902741, 0.1441722, 0, 15.29207
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_40_120.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_40_120.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_40_120.jpg, -0.3727642, 0.2874979, 0, 15.43016
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_40_222.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_40_222.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_40_222.jpg, -0.07388261, 0, 0, 15.41882
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_40_324.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_40_324.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_40_324.jpg, 0, 0, 0, 15.26196
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_40_425.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_40_425.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_40_425.jpg, 0, 0, 0, 15.10788
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_40_526.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_40_526.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_40_526.jpg, 0, 0, 0, 14.97941
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_40_627.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_40_627.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_40_627.jpg, -0.0686625, 0.047763, 0, 14.83363
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_40_729.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_40_729.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_40_729.jpg, -0.3674097, 0.3465102, 0, 14.84061
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_40_829.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_40_829.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_40_829.jpg, -0.2867775, 0.2207148, 0, 15.07962
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_40_931.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_40_931.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_40_931.jpg, 0, 0, 0, 14.97569
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_41_034.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_41_034.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_41_034.jpg, 0, 0, 0, 14.81519
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_41_135.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_41_135.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_41_135.jpg, 0, 0, 0, 14.63843
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_41_236.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_41_236.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_41_236.jpg, -0.1540989, 0.174525, 0, 14.51909
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_41_336.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_41_336.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_41_336.jpg, -0.415728, 0.3275636, 0, 14.69174
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_41_438.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_41_438.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_41_438.jpg, -0.1217073, 0.03354289, 0, 14.77771
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_41_539.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_41_539.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_41_539.jpg, 0, 0, 0, 14.60938
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_41_639.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_41_639.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_41_639.jpg, 0, 0, 0, 14.4739
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_41_739.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_41_739.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_41_739.jpg, -0.074265, 0.074265, 0, 14.35049
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_41_839.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_41_839.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_41_839.jpg, -0.3689508, 0.3041184, 0, 14.40274
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_41_940.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_41_940.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_41_940.jpg, -0.09676111, 0.002246697, 0, 14.40668
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_42_042.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_42_042.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_42_042.jpg, 0, 0, 0, 14.25653
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_42_143.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_42_143.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_42_143.jpg, 0, 0, 0, 14.11608
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_42_245.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_42_245.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_42_245.jpg, 0, 0.1227834, 0, 14.08615
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_42_346.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_42_346.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_42_346.jpg, 0, 0, 0, 13.97167
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_42_446.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_42_446.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_42_446.jpg, 0, 0, 0, 13.83292
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_42_550.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_42_550.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_42_550.jpg, 0, 0, 0, 13.69205
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_42_651.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_42_651.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_42_651.jpg, -0.1612695, 0.1612695, 0, 13.585
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_42_753.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_42_753.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_42_753.jpg, -0.458895, 0.458895, 0, 13.71853
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_42_853.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_42_853.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_42_853.jpg, -0.3503896, 0.4462336, 0, 14.04446
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_42_955.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_42_955.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_42_955.jpg, 0, 0.09269144, 0, 14.45607
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_43_057.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_43_057.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_43_057.jpg, 0, 0, 0, 14.29343
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_43_160.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_43_160.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_43_160.jpg, 0, 0, 0, 14.17089
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_43_260.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_43_260.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_43_260.jpg, 0, 0, 0, 14.01019
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_43_361.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_43_361.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_43_361.jpg, -0.2867781, 0.2867781, 0, 13.96212
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_43_461.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_43_461.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_43_461.jpg, -0.02164327, 0.1092654, 0, 14.11132
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_43_562.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_43_562.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_43_562.jpg, 0, 0, 0, 14.0036
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_43_665.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_43_665.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_43_665.jpg, 0, 0, 0, 13.85143
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_43_768.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_43_768.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_43_768.jpg, 0, 0, 0, 13.70636
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_43_871.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_43_871.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_43_871.jpg, -0.210261, 0.210261, 0, 13.64579
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_43_975.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_43_975.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_43_975.jpg, -0.05305137, 0.05305137, 0, 13.80004
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_44_075.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_44_075.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_44_075.jpg, 0, 0, 0, 13.70213
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_44_176.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_44_176.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_44_176.jpg, 0, 0, 0, 13.56476
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_44_279.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_44_279.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_44_279.jpg, -0.2995377, 0.2995377, 0, 13.52674
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_44_381.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_44_381.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_44_381.jpg, -0.0159666, 0.0159666, 0, 13.55273
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_44_480.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_44_480.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_44_480.jpg, 0, 0, 0, 13.40941
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_44_582.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_44_582.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_44_582.jpg, 0, 0.0214749, 0, 13.26805
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_44_682.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_44_682.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_44_682.jpg, -0.2822856, 0.3181095, 0, 13.32586
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_44_783.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_44_783.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_44_783.jpg, 0, 0.05870458, 0, 13.46799
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_44_884.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_44_884.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_44_884.jpg, 0, 0, 0, 13.29374
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_44_987.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_44_987.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_44_987.jpg, 0, 0, 0, 13.15197
F:\My_Projects\driving_track\IMG\center_2019_08_30_19_34_45_089.jpg, F:\My_Projects\driving_track\IMG\left_2019_08_30_19_34_45_089.jpg, F:\My_Projects\driving_track\IMG\right_2019_08_30_19_34_45_089.jpg, -0.0113184, 0.0360126, 0, 13.01884
